user_text,predicted_label,edit_count
A.piquerasm,History_and_Society.History,6
AASK,Geography.Regions.Europe.Eastern_Europe,6
ADimiTR,Geography.Regions.Europe.Europe*,6
AHK,History_and_Society.Politics_and_government,6
APPERbot,Geography.Regions.Asia.Asia*,6
APPERbot,Geography.Regions.Europe.Eastern_Europe,6
AR.GNV,STEM.STEM*,6
ARABCREATOR7,Culture.Sports,6
ASR0203,Culture.Sports,6
ASTRO D WARCHILD,Culture.Biography.Biography*,6
Aacugna,Culture.Media.Media*,6
Aalfons,Geography.Regions.Europe.Western_Europe,6
Abdulazizbinnk,Culture.Sports,6
Abraham,Culture.Visual_arts.Visual_arts*,6
Abu-Dun,STEM.STEM*,6
Achim Raschka,Culture.Media.Music,6
Actormusicus,Culture.Biography.Biography*,6
Actormusicus,Geography.Regions.Europe.Europe*,6
Adam Lutostański,Geography.Regions.Europe.Eastern_Europe,6
Addicted04,Geography.Regions.Americas.South_America,6
Adert,STEM.STEM*,6
Adil2015adil,Culture.Media.Media*,6
Adrian silvera,Culture.Visual_arts.Comics_and_Anime,6
Adriene1111,Culture.Media.Music,6
Adville,Culture.Linguistics,6
Adville,Geography.Geographical,6
Adville,Geography.Regions.Asia.Asia*,6
Adville,Geography.Regions.Europe.Southern_Europe,6
Adville,History_and_Society.Society,6
Aeranthropos,STEM.STEM*,6
Aerocol,Culture.Sports,6
Aerotron,History_and_Society.Transportation,6
Affe2011,History_and_Society.Military_and_warfare,6
Afus199620,Geography.Regions.Asia.East_Asia,6
Afus199620,Geography.Regions.Europe.Southern_Europe,6
Agathenon,Geography.Regions.Asia.West_Asia,6
Agathenon,Geography.Regions.Europe.Western_Europe,6
Agent-347,Geography.Regions.Europe.Europe*,6
AgentSniff,History_and_Society.History,6
Aggie2,Geography.Regions.Americas.North_America,6
Agilix,Culture.Literature,6
Agnellino,Geography.Regions.Europe.Southern_Europe,6
Agora,Geography.Regions.Europe.Europe*,6
Agustin.castro426724,Culture.Media.Music,6
Agustín Riobó,Culture.Sports,6
Agwjkl,Culture.Sports,6
Ahad.F,Culture.Linguistics,6
Ahad.F,Geography.Regions.Europe.Western_Europe,6
Ahad.F,History_and_Society.Society,6
Ahmed Mouwad Alhijazi,Geography.Regions.Europe.Europe*,6
Aib.52,STEM.STEM*,6
Ainali,Geography.Regions.Africa.Africa*,6
Airwolf,Culture.Media.Media*,6
Aka,Culture.Visual_arts.Comics_and_Anime,6
Aka,Geography.Regions.Africa.Northern_Africa,6
Aka,Geography.Regions.Asia.South_Asia,6
AkaruiHikari,STEM.STEM*,6
Alabasterstein,Culture.Media.Media*,6
Alan ffm,Geography.Regions.Asia.North_Asia,6
AlanNova,Culture.Biography.Biography*,6
Alazon,Geography.Regions.Europe.Europe*,6
AlbaMarvelline,Culture.Biography.Biography*,6
Albe.01,Geography.Regions.Europe.Europe*,6
Albe.01,Geography.Regions.Europe.Southern_Europe,6
Alberto.lgns,Culture.Media.Media*,6
Albertogomez17,Culture.Sports,6
Albile.ii,Culture.Biography.Biography*,6
Alces caucsicus,STEM.STEM*,6
Alcooper1992,Culture.Visual_arts.Visual_arts*,6
Ale Cuore,STEM.STEM*,6
Ale7imo,Geography.Regions.Asia.West_Asia,6
AleCarra2007,Culture.Media.Films,6
Aleboc10,Culture.Sports,6
Alejito2016,Culture.Media.Media*,6
Alekino,Culture.Biography.Biography*,6
Alektor89,Culture.Biography.Biography*,6
Aleposta,Culture.Media.Music,6
Alessandro57,Geography.Regions.Europe.Southern_Europe,6
Alessio86roma,Culture.Biography.Women,6
Alex Gruzdev,Culture.Media.Media*,6
Alex NB IT,Culture.Food_and_drink,6
Alex NB IT,Culture.Media.Films,6
Alex NB IT,Geography.Regions.Americas.North_America,6
Alex NB IT,STEM.Engineering,6
Alex NB IT,STEM.Space,6
Alex234,Culture.Media.Media*,6
AlexBurbon,Culture.Biography.Biography*,6
AlexOgalla2004,Culture.Sports,6
AlexS-7812,Geography.Regions.Europe.Western_Europe,6
AlexTref871,Geography.Regions.Asia.North_Asia,6
Alexand123x,Culture.Media.Media*,6
Alexander Alejandro,Culture.Biography.Biography*,6
Alexander Kopitar,History_and_Society.Military_and_warfare,6
Alexander-93,Culture.Sports,6
Alexandr241012,History_and_Society.Politics_and_government,6
Alexandre17-53,Geography.Regions.Europe.Southern_Europe,6
Alexdonnoli,Culture.Sports,6
Alexey Krotov,Culture.Linguistics,6
Alexey Krotov,History_and_Society.Military_and_warfare,6
Alfiuz84,Culture.Biography.Biography*,6
AlfredoGMx,Culture.Biography.Biography*,6
Algirr,Geography.Regions.Asia.West_Asia,6
Alice amir,Geography.Regions.Africa.Northern_Africa,6
Alinea,Culture.Sports,6
Aliwal2012,Culture.Biography.Biography*,6
Alnilam,Culture.Sports,6
Alnilam,History_and_Society.Business_and_economics,6
AlonsoRiveraM,Geography.Regions.Asia.East_Asia,6
Alossola,Geography.Regions.Europe.Europe*,6
Alphareta,Geography.Regions.Africa.Africa*,6
Alpinu,Culture.Literature,6
Alsahr70,Culture.Biography.Biography*,6
Alsoriano97,History_and_Society.History,6
Altaripensis2,Culture.Philosophy_and_religion,6
Alte Garde,Geography.Regions.Oceania,6
Altenmann,Culture.Philosophy_and_religion,6
Altenmann,Geography.Regions.Asia.Asia*,6
Altenmann,Geography.Regions.Europe.Europe*,6
Altenmann,UNKNOWN,6
Althair,Culture.Sports,6
Alvaro Arditi,Culture.Media.Media*,6
Alvaro NB,Geography.Regions.Europe.Southern_Europe,6
Alvarowik,Culture.Food_and_drink,6
Amaar017,Culture.Sports,6
Amalar,Geography.Regions.Europe.Europe*,6
Amanich7,STEM.STEM*,6
Amara-Amaziɣ,Geography.Regions.Africa.Africa*,6
AmaroPargoTenerife,Culture.Biography.Biography*,6
Amberg,Culture.Media.Media*,6
Amberg,Geography.Regions.Europe.Europe*,6
Amga,Culture.Biography.Biography*,6
Amga,Geography.Regions.Europe.Eastern_Europe,6
Amherst99,Geography.Regions.Europe.Europe*,6
Amir mohammad13861428,History_and_Society.Military_and_warfare,6
Amirzat,Culture.Visual_arts.Visual_arts*,6
Amr F.Nagy,STEM.STEM*,6
AmrKrsk2000,Culture.Biography.Biography*,6
AmrKrsk2000,Culture.Media.Media*,6
Amwenti,Geography.Regions.Europe.Southern_Europe,6
An-d,Culture.Visual_arts.Comics_and_Anime,6
AnarchistiCookie,Culture.Media.Media*,6
Andejons,Culture.Visual_arts.Visual_arts*,6
Andlindt,Culture.Media.Media*,6
Andreasquizzato1984,Culture.Sports,6
Andrek02,Culture.Media.Music,6
Andrek02,Culture.Sports,6
Andres.mendivil.editor,History_and_Society.Military_and_warfare,6
Andrew.Ankudinov,Geography.Regions.Asia.North_Asia,6
Andrey-109,Culture.Biography.Biography*,6
AndrzeiBOT,Geography.Regions.Americas.South_America,6
AndrzeiBOT,History_and_Society.History,6
Andrzej Serafin,Culture.Biography.Biography*,6
AndrzejBełżyński,Geography.Regions.Americas.South_America,6
AndrzejBełżyński,Geography.Regions.Europe.Southern_Europe,6
Andy Summers 13,Geography.Regions.Asia.North_Asia,6
Andy Summers 13,Geography.Regions.Europe.Eastern_Europe,6
Andygularte98,Culture.Media.Media*,6
Angel-1983-Gonzalez,History_and_Society.Military_and_warfare,6
Angelfari15,Geography.Regions.Americas.North_America,6
Anibal Maysonet,Culture.Media.Media*,6
Anidaat,STEM.Engineering,6
Anna Catarina,Culture.Media.Media*,6
Anna Catarina,Geography.Regions.Europe.Europe*,6
Annika64,Culture.Media.Music,6
Annika64,Geography.Regions.Europe.Northern_Europe,6
Anniolek,STEM.Biology,6
Anonim2022,Geography.Regions.Europe.Europe*,6
Anonimohombre,Culture.Media.Media*,6
Anonimowy 2,Culture.Media.Music,6
Anonymous99747,Culture.Media.Media*,6
Antek01,History_and_Society.Politics_and_government,6
Anthony Fortuni,Culture.Biography.Biography*,6
Anticeri,Culture.Biography.Biography*,6
AnticoMu90,Geography.Regions.Europe.Northern_Europe,6
Antimundo,Culture.Philosophy_and_religion,6
AntoFran,Culture.Visual_arts.Visual_arts*,6
AntoFran,Geography.Regions.Asia.Asia*,6
Antoine.b,STEM.Biology,6
Anton Arkh,Geography.Regions.Asia.Asia*,6
Antonio1952,Culture.Sports,6
Antonsusi,Culture.Biography.Biography*,6
Antonsusi,Geography.Regions.Europe.Eastern_Europe,6
Antured,Culture.Media.Music,6
Antured,Geography.Regions.Asia.Asia*,6
Anual,Geography.Regions.Asia.West_Asia,6
Anvilaquarius,Geography.Regions.Europe.Western_Europe,6
Aosbot,Culture.Media.Television,6
Ap7189ap,Culture.Biography.Biography*,6
Apdency,Culture.Media.Television,6
Aqurs1,Geography.Regions.Africa.Africa*,6
Arabsalam,History_and_Society.Business_and_economics,6
Aradek,Culture.Media.Films,6
AramilFeraxa,Culture.Biography.Biography*,6
Archimederoma,Culture.Media.Media*,6
Archiwald,Geography.Regions.Europe.Western_Europe,6
Archiwald,STEM.Engineering,6
Areen22,STEM.STEM*,6
Arend41,Culture.Biography.Biography*,6
Argenis Ahumada,Culture.Biography.Biography*,6
Argenis Ahumada,Culture.Media.Music,6
Arianna Fornasari,Culture.Philosophy_and_religion,6
Arjuno3,History_and_Society.Business_and_economics,6
Arkainer17,Culture.Biography.Biography*,6
Arkytech,Geography.Regions.Europe.Southern_Europe,6
ArlindoPereira,Geography.Regions.Americas.South_America,6
Armatorix,Culture.Biography.Biography*,6
ArnoldBetten,Geography.Regions.Americas.Central_America,6
Arnur.sarybai,Culture.Linguistics,6
Arnur.sarybai,Geography.Regions.Europe.Europe*,6
Arq.Ender,Culture.Biography.Biography*,6
Arsenicum-82,Culture.Food_and_drink,6
Arsenicum-82,Geography.Regions.Asia.Asia*,6
Artanisen,Culture.Internet_culture,6
Arth,History_and_Society.Transportation,6
Arthur Bidulski,Geography.Regions.Europe.Europe*,6
Arthur123lol,STEM.STEM*,6
ArthurPL,History_and_Society.Transportation,6
ArthurPL,STEM.STEM*,6
Artur 10,Culture.Media.Media*,6
Artur Andrzej,Culture.Media.Music,6
Artur Andrzej,Culture.Philosophy_and_religion,6
Artur Andrzej,Culture.Sports,6
Artur Andrzej,STEM.Engineering,6
Arvelius,Geography.Regions.Europe.Europe*,6
AsAIPA,Culture.Media.Media*,6
Aschmidt,Culture.Linguistics,6
Aschmidt,Culture.Media.Music,6
Asdert,Geography.Regions.Europe.Western_Europe,6
Asedo 11111,Geography.Regions.Europe.Eastern_Europe,6
Aseroth,Geography.Regions.Americas.North_America,6
AshOregano,STEM.STEM*,6
Asperatus,Geography.Regions.Europe.Europe*,6
Aspiriniks,Culture.Sports,6
AstroLynx,STEM.STEM*,6
Astromessier,STEM.STEM*,6
Asuka Langley Shikinami,Geography.Regions.Americas.Central_America,6
Asuka Langley Shikinami,History_and_Society.History,6
At40mha,Geography.Regions.Americas.Central_America,6
Atamari,Geography.Regions.Europe.Western_Europe,6
Atapuerca,Geography.Regions.Europe.Europe*,6
Atirador,Culture.Philosophy_and_religion,6
Atirador,Geography.Regions.Europe.Northern_Europe,6
Atlante,Culture.Philosophy_and_religion,6
Attilioes,Culture.Sports,6
Atylotus,STEM.STEM*,6
Auchwaswisser,History_and_Society.Military_and_warfare,6
Auf Maloche,Culture.Philosophy_and_religion,6
Auf Maloche,Geography.Regions.Americas.North_America,6
Auf Maloche,History_and_Society.Military_and_warfare,6
Auge=mit,STEM.Technology,6
Augustgeborener,Culture.Biography.Biography*,6
Augustgeborener,Culture.Sports,6
Augustgeborener,Geography.Regions.Europe.Europe*,6
Automoderador,Culture.Media.Books,6
Automoderador,Geography.Regions.Asia.South_Asia,6
Autspectorder,Geography.Regions.Europe.Northern_Europe,6
Avner,Geography.Regions.Europe.Europe*,6
Avrælian,Culture.Linguistics,6
Awartania,Culture.Biography.Biography*,6
Axel1382004,Culture.Media.Television,6
AxelBoldt,STEM.STEM*,6
AxelHH,Culture.Sports,6
AxelHH,STEM.STEM*,6
AxiosAxios,Culture.Food_and_drink,6
Axlesaery,Culture.Philosophy_and_religion,6
Axlesaery,Geography.Regions.Asia.North_Asia,6
Aziz.A99,Geography.Regions.Africa.Northern_Africa,6
B.N.Sanchez.,Culture.Media.Music,6
B.N.Sanchez.,Geography.Regions.Europe.Europe*,6
B08msk,Culture.Biography.Biography*,6
BBCLCD,Culture.Media.Media*,6
BD2412,Culture.Biography.Women,6
BD2412,Culture.Media.Television,6
BD2412,Geography.Regions.Africa.Africa*,6
BD2412,Geography.Regions.Asia.East_Asia,6
BFPlayer 0,Culture.Linguistics,6
BOT-Superzerocool,Culture.Media.Books,6
BOT-Superzerocool,Geography.Regions.Asia.Southeast_Asia,6
BROTHER2013,Culture.Media.Music,6
Baal Nautes,Geography.Regions.Americas.North_America,6
Baal Nautes,History_and_Society.Military_and_warfare,6
BabbaQ,Geography.Regions.Africa.Africa*,6
Babyeddu,Geography.Regions.Americas.North_America,6
BacillKnut,STEM.STEM*,6
Bacus15,Geography.Regions.Asia.Asia*,6
Bacus15,History_and_Society.Military_and_warfare,6
Bahar1397,Geography.Regions.Europe.Western_Europe,6
Bahnfreund94,Geography.Regions.Europe.Western_Europe,6
Baidax,Culture.Media.Media*,6
Banderas,Geography.Regions.Americas.North_America,6
Banfield,Culture.Sports,6
Banfield,Geography.Regions.Europe.Europe*,6
Banfield,Geography.Regions.Europe.Western_Europe,6
Bankster,Geography.Regions.Europe.Southern_Europe,6
Bapak Alex,Culture.Food_and_drink,6
Barbasca,Geography.Regions.Americas.South_America,6
Bartek750,Culture.Philosophy_and_religion,6
Bartleby08,Geography.Regions.Americas.North_America,6
Base23,Geography.Regions.Europe.Europe*,6
Basenji1908,Culture.Sports,6
Basenji1908,STEM.Biology,6
Basicowes,Culture.Philosophy_and_religion,6
Basicowes,STEM.Engineering,6
Bataclan,Geography.Regions.Europe.Europe*,6
Bau98,Geography.Regions.Europe.Europe*,6
Bauer Alfons,Geography.Regions.Americas.North_America,6
Bauer Alfons,Geography.Regions.Europe.Western_Europe,6
BauhausFan89,Geography.Regions.Africa.Northern_Africa,6
Bdijkstra,Culture.Media.Music,6
Bdijkstra,Culture.Philosophy_and_religion,6
Bdijkstra,Geography.Regions.Africa.Africa*,6
BeateP,Culture.Biography.Biography*,6
Beatrice,History_and_Society.Society,6
Beaumain,Culture.Media.Music,6
Bechamel,Culture.Literature,6
Bedivere,Geography.Regions.Americas.South_America,6
Beethoven 3141,Culture.Media.Media*,6
Behanzane,Geography.Regions.Europe.Europe*,6
BenjaBot,Culture.Food_and_drink,6
BenjaBot,History_and_Society.Society,6
Bennet Stern,Geography.Regions.Europe.Southern_Europe,6
Benowar,Geography.Regions.Europe.Southern_Europe,6
BentWolfMagMarlonBrando,Culture.Media.Films,6
Beonus,Culture.Food_and_drink,6
BernardaAlba,Geography.Regions.Europe.Europe*,6
Bernardo de Claraval,Culture.Sports,6
Bernd Wiebus,STEM.Earth_and_environment,6
BernwardAurelian,History_and_Society.Politics_and_government,6
Berposen,Geography.Regions.Americas.South_America,6
Bert Spruytte,Geography.Regions.Europe.Western_Europe,6
Bertramz,Culture.Literature,6
Bertramz,Geography.Regions.Europe.Southern_Europe,6
Bertux,History_and_Society.Politics_and_government,6
Besserw1sser RL,Culture.Biography.Biography*,6
Bestalex,Geography.Regions.Asia.Asia*,6
Beta15,Geography.Geographical,6
BeyPolite,Geography.Regions.Europe.Southern_Europe,6
Bezik,STEM.STEM*,6
Biathlon,Culture.Sports,6
Bieco blu,Geography.Regions.Americas.Central_America,6
BigBaasje,Geography.Regions.Europe.Europe*,6
BigPsport,Culture.Sports,6
Biguls83,Culture.Media.Media*,6
Bijwyks,Geography.Regions.Europe.Europe*,6
BilboBeggins,Geography.Regions.Asia.Asia*,6
BilboBeggins,Geography.Regions.Europe.Eastern_Europe,6
Bildarbeiter,Culture.Biography.Biography*,6
Bilderling,Culture.Biography.Biography*,6
Bilderling,Culture.Media.Media*,6
Bilderling,STEM.Biology,6
Bilonio,Culture.Biography.Biography*,6
Bingo67,Geography.Regions.Europe.Western_Europe,6
Bisoldier,Geography.Regions.Europe.Europe*,6
Bitbotje,Culture.Media.Television,6
BitterLemon2021,History_and_Society.Transportation,6
Bjoorn,Geography.Regions.Europe.Europe*,6
BlackEyedLion,Geography.Regions.Europe.Europe*,6
BlackPanther2013,Geography.Regions.Europe.Southern_Europe,6
Blackcat,Geography.Regions.Europe.Western_Europe,6
Blakocha,Culture.Media.Entertainment,6
Blakocha,Culture.Media.Films,6
Blakocha,History_and_Society.Business_and_economics,6
Blakocha,STEM.Engineering,6
Blakocha,STEM.Mathematics,6
Blanco de Paz,Culture.Media.Films,6
Blaua,STEM.STEM*,6
Bleckneuhaus,Geography.Regions.Asia.Asia*,6
Bleckneuhaus,Geography.Regions.Europe.Western_Europe,6
Bleckneuhaus,STEM.Physics,6
Bleichi,Geography.Regions.Europe.Western_Europe,6
Blockhaj,Geography.Regions.Africa.Africa*,6
Blockhaj,STEM.Engineering,6
Bluteo,Culture.Visual_arts.Visual_arts*,6
Bmt3s,Culture.Philosophy_and_religion,6
Bo hessin,Culture.Biography.Biography*,6
Bo hessin,Culture.Philosophy_and_religion,6
Bo hessin,Culture.Visual_arts.Comics_and_Anime,6
Bob Simbel,Culture.Sports,6
Bob.v.R,Culture.Media.Music,6
Boca Juniors Querido,Culture.Biography.Biography*,6
Bocayperon,Geography.Regions.Americas.South_America,6
Bodhi-Baum,Culture.Sports,6
Bogdanov-62,Culture.Media.Media*,6
Bogdanov-62,Culture.Media.Music,6
Bogert,Geography.Regions.Europe.Europe*,6
Bogert,Geography.Regions.Europe.Western_Europe,6
Bogic,Geography.Regions.Europe.Eastern_Europe,6
Bogusław Pab,STEM.STEM*,6
Bonitocachetes,Culture.Biography.Women,6
Bonnlander,Culture.Media.Media*,6
Bonnlander,Culture.Philosophy_and_religion,6
BonstraGeert,Geography.Regions.Asia.Asia*,6
Boonekamp,Culture.Linguistics,6
Boonekamp,Geography.Regions.Africa.Africa*,6
Boonekamp,Geography.Regions.Oceania,6
Boonekamp,History_and_Society.Society,6
Bopeixe,Geography.Regions.Europe.Europe*,6
Boss-well63,Culture.Biography.Biography*,6
Boston9,Geography.Regions.Africa.Africa*,6
Bot Bozze,Geography.Regions.Europe.Southern_Europe,6
Botcrux,Culture.Biography.Women,6
Botcrux,Geography.Regions.Africa.Northern_Africa,6
Botcrux,Geography.Regions.Asia.Southeast_Asia,6
Botev,Culture.Linguistics,6
Botquod,Culture.Media.Television,6
Bougnat87,Geography.Regions.Europe.Western_Europe,6
BouncyCactus,Geography.Regions.Europe.Southern_Europe,6
BouwMaster,Culture.Biography.Biography*,6
Bovintobias,Culture.Sports,6
Braa9798,Culture.Sports,6
Bradipo Lento,Geography.Regions.Africa.Africa*,6
Bram Dillen,Culture.Biography.Biography*,6
Bramfab,History_and_Society.History,6
Brandmeister,Geography.Regions.Asia.West_Asia,6
Brandmeister,Geography.Regions.Europe.Western_Europe,6
BrankoMarinovic99,Culture.Media.Media*,6
BrankoMarinovic99,Geography.Regions.Europe.Western_Europe,6
Brawlio,STEM.STEM*,6
Brifyjek,Culture.Sports,6
Brighida,Culture.Philosophy_and_religion,6
Brighida,STEM.STEM*,6
Briing,Culture.Biography.Biography*,6
Brio135,Culture.Biography.Biography*,6
Brio135,Culture.Sports,6
Brodkey65,Culture.Media.Music,6
BrunoBoehmler,Culture.Philosophy_and_religion,6
BrunoBoehmler,Geography.Regions.Asia.Asia*,6
Brunoblocks274,Culture.Media.Television,6
Brunswyk,Culture.Media.Media*,6
Bubo bubo,Culture.Media.Media*,6
Buchstapler,Culture.Biography.Biography*,6
Bud87,History_and_Society.Politics_and_government,6
Bukaj,Culture.Biography.Biography*,6
Buldożer,Culture.Biography.Biography*,6
Bultro,Geography.Regions.Americas.North_America,6
Bultro,Geography.Regions.Americas.South_America,6
Bultro,Geography.Regions.Europe.Eastern_Europe,6
BurghardRichter,Culture.Sports,6
BurghardRichter,Geography.Regions.Europe.Eastern_Europe,6
Butoro,Culture.Media.Media*,6
Buuzbashi,Geography.Regions.Asia.Asia*,6
Buuzbashi,History_and_Society.Business_and_economics,6
Bytsje,Geography.Regions.Europe.Western_Europe,6
C1K98V,Geography.Regions.Asia.South_Asia,6
CC–Cowboy,STEM.STEM*,6
CHF-35,History_and_Society.Military_and_warfare,6
CHR!S,Geography.Regions.Europe.Western_Europe,6
CRau080,Culture.Philosophy_and_religion,6
CRau080,History_and_Society.Military_and_warfare,6
CWILK71,Geography.Regions.Europe.Western_Europe,6
Cadiprati,Geography.Regions.Europe.Europe*,6
Caleidoscopic,Culture.Biography.Biography*,6
Calentin.calentin,Geography.Regions.Europe.Western_Europe,6
Californipedia,Geography.Regions.Europe.Southern_Europe,6
Californipedia,History_and_Society.Military_and_warfare,6
Calogeroa.salomon,Culture.Philosophy_and_religion,6
Calsbert,Culture.Media.Media*,6
Camaron Bombay,Culture.Philosophy_and_religion,6
Camaron Bombay,History_and_Society.Transportation,6
CamelBot,Geography.Regions.Europe.Eastern_Europe,6
CamelBot,Geography.Regions.Europe.Southern_Europe,6
Camillo-venrath,Culture.Visual_arts.Visual_arts*,6
CamryWilliamsDO,Geography.Regions.Africa.Africa*,6
CamryWilliamsDO,Geography.Regions.Asia.West_Asia,6
Cantor,STEM.STEM*,6
Capucine8,Geography.Regions.Africa.Northern_Africa,6
Carabatur,Culture.Biography.Biography*,6
Carl Möller,Geography.Regions.Europe.Western_Europe,6
Carles Puigvert,Culture.Biography.Biography*,6
CarlesFort,Culture.Sports,6
CarlesFort,Geography.Regions.Europe.Europe*,6
Carlo Dani,Culture.Biography.Biography*,6
Carlo Dominioni,Geography.Regions.Europe.Southern_Europe,6
CarloKod8,Culture.Media.Media*,6
Carloffio,Culture.Sports,6
Carlomorino,Culture.Media.Media*,6
Carlomorino,Culture.Visual_arts.Visual_arts*,6
Carlomorino,STEM.STEM*,6
Carlos Rodriguez 1994,Culture.Sports,6
Carlos-X,Culture.Media.Media*,6
Carlos-X,Culture.Sports,6
Carmen 1977,Culture.Linguistics,6
Carmen 1977,Geography.Regions.Asia.Asia*,6
Carnby,Geography.Regions.Europe.Eastern_Europe,6
Carol.Christiansen,Geography.Regions.Asia.West_Asia,6
Carolus requiescat,Geography.Regions.Europe.Western_Europe,6
Carolus requiescat,History_and_Society.Politics_and_government,6
CarpeDiem91,Culture.Media.Music,6
Carzole,Culture.Philosophy_and_religion,6
Carzole,Geography.Regions.Americas.North_America,6
Carzole,Geography.Regions.Europe.Southern_Europe,6
Casiopedia,Culture.Visual_arts.Comics_and_Anime,6
Casiopedia,Geography.Regions.Europe.Europe*,6
Casisgaal,Culture.Media.Entertainment,6
Casisgaal,Geography.Regions.Africa.Northern_Africa,6
CasllMir,Geography.Regions.Europe.Western_Europe,6
CasparusJeronimus,Culture.Media.Media*,6
Castagna,Culture.Biography.Biography*,6
Catarina Trujillo,Geography.Regions.Americas.North_America,6
Catcop,History_and_Society.Military_and_warfare,6
Catharina,Culture.Biography.Biography*,6
Caudex Rax,Geography.Regions.Americas.Central_America,6
Caulfield,Culture.Media.Music,6
Caunte,Culture.Media.Films,6
Cavedagna,Geography.Regions.Europe.Southern_Europe,6
Cc25t,Geography.Regions.Europe.Europe*,6
Cchhcccc,Culture.Biography.Biography*,6
Ccokz,Geography.Regions.Europe.Western_Europe,6
Ceaseless Watcher,History_and_Society.Politics_and_government,6
Ceaseless Watcher,STEM.STEM*,6
Ceescamel,History_and_Society.History,6
Centoventisei,Culture.Sports,6
Centro14,Culture.Performing_arts,6
Centro14,Geography.Regions.Asia.Asia*,6
Ceraunnos,Culture.Media.Media*,6
Ceraunnos,Culture.Media.Music,6
Ceromge,Culture.Biography.Biography*,6
Chajm,History_and_Society.Military_and_warfare,6
Chalisimo5,Culture.Biography.Biography*,6
Chandra Varena,Geography.Regions.Europe.Southern_Europe,6
Changes forever,Geography.Regions.Europe.Europe*,6
Charles-Jacques,STEM.STEM*,6
Charlyfar,Culture.Food_and_drink,6
CherMaps,Geography.Regions.Americas.North_America,6
Cherzo136,Culture.Biography.Biography*,6
Chescargot,Culture.Philosophy_and_religion,6
ChickSR,Geography.Regions.Americas.South_America,6
ChikagoDeCuba,Culture.Biography.Biography*,6
Chiyako92,Culture.Biography.Biography*,6
Chiyako92,Geography.Regions.Asia.Asia*,6
ChocoMau,Culture.Sports,6
Chris Retro,Culture.Biography.Biography*,6
Chris Retro,Geography.Regions.Europe.Western_Europe,6
Chris-dlc,Culture.Sports,6
Chrisahn,Culture.Media.Music,6
Chrisahn,Geography.Regions.Asia.West_Asia,6
Chrisahn,Geography.Regions.Europe.Western_Europe,6
ChristiaanPR,Culture.Biography.Biography*,6
ChristineMariaKasper,Culture.Biography.Biography*,6
Chronus,Geography.Regions.Europe.Europe*,6
ChrvA,STEM.STEM*,6
Churchi 99,Geography.Regions.Europe.Western_Europe,6
Chvsanchez,Culture.Biography.Biography*,6
Chvsanchez,Geography.Regions.Europe.Europe*,6
Ciacho5,Culture.Internet_culture,6
Cicognac,Culture.Food_and_drink,6
Cicotobi,Geography.Regions.Europe.Europe*,6
Cinisella,Culture.Sports,6
Cipintina,Culture.Visual_arts.Visual_arts*,6
Cipintina,History_and_Society.Business_and_economics,6
Ciro rolex,Culture.Biography.Biography*,6
Ciseleur,Culture.Linguistics,6
Ciseleur,History_and_Society.Politics_and_government,6
Citation bot,Geography.Regions.Africa.Northern_Africa,6
Citius Altius Fortius,Culture.Biography.Biography*,6
Citrina,Culture.Biography.Biography*,6
CivicMinded2025,Culture.Biography.Biography*,6
Claudio.stanco,Geography.Regions.Europe.Southern_Europe,6
Clerkon,Culture.Literature,6
Clerkon,History_and_Society.Education,6
Clime047,Culture.Philosophy_and_religion,6
CodeScrip1,Culture.Sports,6
Codex91,Culture.Literature,6
Cojan,Geography.Regions.Americas.Central_America,6
Cojan,STEM.STEM*,6
Colombiaball,Culture.Biography.Biography*,6
Colt browning,STEM.STEM*,6
CommanderShepardX,History_and_Society.Politics_and_government,6
Conan174,History_and_Society.Politics_and_government,6
Concord,History_and_Society.History,6
Connoisseur of politics,Geography.Regions.Europe.Western_Europe,6
Cont d'Arnà,Geography.Regions.Europe.Western_Europe,6
Contrast-Christian,Culture.Biography.Biography*,6
Conviene,Culture.Sports,6
Copyflow,Geography.Regions.Asia.West_Asia,6
Corriebertus,Geography.Regions.Europe.Europe*,6
Cosal,Geography.Regions.Europe.Europe*,6
Cosal,Geography.Regions.Europe.Western_Europe,6
Cosma Seini,History_and_Society.Politics_and_government,6
Cossrad,STEM.STEM*,6
Costamiri,Culture.Media.Television,6
Costesillo70,Geography.Regions.Europe.Europe*,6
Costesillo70,STEM.STEM*,6
Couiros22,STEM.Biology,6
Couiros22,STEM.STEM*,6
Count Count,STEM.STEM*,6
Crazy1880,Geography.Regions.Americas.South_America,6
Creatividad impronta,Culture.Media.Television,6
Crls9011,Culture.Biography.Biography*,6
CroiXXX,Geography.Regions.Europe.Western_Europe,6
Cualsen24,Geography.Regions.Asia.Asia*,6
Cualsen24,Geography.Regions.Asia.West_Asia,6
Cuarta dimension,Culture.Media.Media*,6
Cultureel Gelderland,Culture.Media.Media*,6
Curranxmatte,Culture.Biography.Biography*,6
Cxp1,Geography.Regions.Americas.Central_America,6
CyberNik01,Culture.Media.Films,6
CyberNik01,Geography.Regions.Asia.Southeast_Asia,6
CyberNik01,History_and_Society.History,6
CyberNik01,History_and_Society.Military_and_warfare,6
Cyclone605,Culture.Biography.Women,6
Cyclone605,Culture.Media.Films,6
Cysman,Culture.Media.Television,6
Czyz1,Geography.Regions.Europe.Western_Europe,6
D75261778,Culture.Media.Media*,6
DA HK,Geography.Regions.Asia.South_Asia,6
DARTH---ALEXIEL,Culture.Media.Films,6
